StateYear,State,Year,Population,Alignment,Outcome
Idaho2009,Idaho,2009,1554439.0,-0.26266489389436365,D
Idaho2010,Idaho,2010,1571010.0,-0.26266489389436365,D
Idaho2011,Idaho,2011,1584143.0,-0.26266489389436365,D
Idaho2012,Idaho,2012,1595911.0,0.26374340423745435,R
Idaho2013,Idaho,2013,1612011.0,0.26374340423745435,R
Idaho2014,Idaho,2014,1633532.0,0.26374340423745435,R
Idaho2015,Idaho,2015,1652828.0,0.26374340423745435,R
Idaho2016,Idaho,2016,1683140.0,0.24303088275485105,R
Illinois1980,Illinois,1980,11426518.0,0.20636636637687877,R
Illinois1981,Illinois,1981,11443458.0,0.20636636637687877,R
Illinois1982,Illinois,1982,11423412.0,0.20636636637687877,R
Illinois1983,Illinois,1983,11408818.0,0.20636636637687877,R
Illinois1984,Illinois,1984,11412132.0,0.23721273115312722,R
Illinois1985,Illinois,1985,11399806.0,0.23721273115312722,R
Illinois1986,Illinois,1986,11387257.0,0.23721273115312722,R
Illinois1987,Illinois,1987,11391178.0,0.23721273115312722,R
Illinois1988,Illinois,1988,11390183.0,0.2028886629828511,R
Illinois1989,Illinois,1989,11409782.0,0.2028886629828511,R
Illinois1990,Illinois,1990,11453316.0,0.2028886629828511,R
Illinois1991,Illinois,1991,11568964.0,0.2028886629828511,R
Illinois1992,Illinois,1992,11694184.0,-0.20979232069548417,D
Illinois1993,Illinois,1993,11809579.0,-0.20979232069548417,D
Illinois1994,Illinois,1994,11912585.0,-0.20979232069548417,D
Illinois1995,Illinois,1995,12008437.0,-0.20979232069548417,D
Illinois1996,Illinois,1996,12101997.0,-0.19350062638422402,D
Illinois1997,Illinois,1997,12185715.0,-0.19350062638422402,D
Illinois1998,Illinois,1998,12271847.0,-0.19350062638422402,D
Illinois1999,Illinois,1999,12359020.0,-0.19350062638422402,D
Illinois2000,Illinois,2000,12434161.0,-0.20821879337093996,D
Illinois2001,Illinois,2001,12488445.0,-0.20821879337093996,D
Illinois2002,Illinois,2002,12525556.0,-0.20821879337093996,D
Illinois2003,Illinois,2003,12556006.0,-0.20821879337093996,D
Illinois2004,Illinois,2004,12589773.0,0.22967451438560488,R
Illinois2005,Illinois,2005,12609903.0,0.22967451438560488,R
Illinois2006,Illinois,2006,12643955.0,0.22967451438560488,R
Illinois2007,Illinois,2007,12695866.0,0.22967451438560488,R
Illinois2008,Illinois,2008,12747038.0,0.2682464742005162,R
Illinois2009,Illinois,2009,12796778.0,0.2682464742005162,R
Illinois2010,Illinois,2010,12841578.0,0.2682464742005162,R
Illinois2011,Illinois,2011,12860012.0,0.2682464742005162,R
Illinois2012,Illinois,2012,12870798.0,-0.23460177061282447,D
Illinois2013,Illinois,2013,12879505.0,-0.23460177061282447,D
Illinois2014,Illinois,2014,12867544.0,-0.23460177061282447,D
Illinois2015,Illinois,2015,12839047.0,-0.23460177061282447,D
Illinois2016,Illinois,2016,12801539.0,-0.2414341744379328,D
Indiana1980,Indiana,1980,5490224.0,0.22870760828702072,R
Indiana1981,Indiana,1981,5480435.0,0.22870760828702072,R
Indiana1982,Indiana,1982,5467922.0,0.22870760828702072,R
Indiana1983,Indiana,1983,5450395.0,0.22870760828702072,R
Indiana1984,Indiana,1984,5458322.0,0.252317470460702,R
Indiana1985,Indiana,1985,5459211.0,0.252317470460702,R
Indiana1986,Indiana,1986,5454108.0,0.252317470460702,R
Indiana1987,Indiana,1987,5473012.0,0.252317470460702,R
Indiana1988,Indiana,1988,5491735.0,0.23631202161065673,R
Indiana1989,Indiana,1989,5523693.0,0.23631202161065673,R
Indiana1990,Indiana,1990,5557798.0,0.23631202161065673,R
Indiana1991,Indiana,1991,5616388.0,0.23631202161065673,R
Indiana1992,Indiana,1992,5674547.0,0.1655418485387468,R
Indiana1993,Indiana,1993,5739019.0,0.1655418485387468,R
Indiana1994,Indiana,1994,5793526.0,0.1655418485387468,R
Indiana1995,Indiana,1995,5851459.0,0.1655418485387468,R
Indiana1996,Indiana,1996,5906013.0,0.17045221539471722,R
Indiana1997,Indiana,1997,5955267.0,0.17045221539471722,R
Indiana1998,Indiana,1998,5998880.0,0.17045221539471722,R
Indiana1999,Indiana,1999,6044969.0,0.17045221539471722,R
Indiana2000,Indiana,2000,6091866.0,0.20450810966623362,R
Indiana2001,Indiana,2001,6127760.0,0.20450810966623362,R
Indiana2002,Indiana,2002,6155967.0,0.20450810966623362,R
Indiana2003,Indiana,2003,6196638.0,0.20450810966623362,R
Indiana2004,Indiana,2004,6233007.0,-0.23735542090679507,D
Indiana2005,Indiana,2005,6278616.0,-0.23735542090679507,D
Indiana2006,Indiana,2006,6332669.0,-0.23735542090679507,D
Indiana2007,Indiana,2007,6379599.0,-0.23735542090679507,D
Indiana2008,Indiana,2008,6424806.0,0.21386466766467346,R
Indiana2009,Indiana,2009,6459325.0,0.21386466766467346,R
Indiana2010,Indiana,2010,6490528.0,0.21386466766467346,R
Indiana2011,Indiana,2011,6516480.0,0.21386466766467346,R
Indiana2012,Indiana,2012,6537743.0,0.21728339581412118,R
Indiana2013,Indiana,2013,6569102.0,0.21728339581412118,R
Indiana2014,Indiana,2014,6595233.0,0.21728339581412118,R
Indiana2015,Indiana,2015,6612768.0,0.21728339581412118,R
Indiana2016,Indiana,2016,6633053.0,0.23477665563655228,R
Iowa1980,Iowa,1980,2913808.0,0.23200773695452823,R
Iowa1981,Iowa,1981,2907983.0,0.23200773695452823,R
Iowa1982,Iowa,1982,2888189.0,0.23200773695452823,R
Iowa1983,Iowa,1983,2870543.0,0.23200773695452823,R
Iowa1984,Iowa,1984,2858618.0,0.24595381404580816,R
Iowa1985,Iowa,1985,2829684.0,0.24595381404580816,R
Iowa1986,Iowa,1986,2791970.0,0.24595381404580816,R
Iowa1987,Iowa,1987,2767011.0,0.24595381404580816,R
Iowa1988,Iowa,1988,2768388.0,-0.24221929873991652,D
Iowa1989,Iowa,1989,2770592.0,-0.24221929873991652,D
Iowa1990,Iowa,1990,2781018.0,-0.24221929873991652,D
Iowa1991,Iowa,1991,2797613.0,-0.24221929873991652,D
Iowa1992,Iowa,1992,2818401.0,-0.20804456143749595,D
Iowa1993,Iowa,1993,2836972.0,-0.20804456143749595,D
Iowa1994,Iowa,1994,2850746.0,-0.20804456143749595,D
Iowa1995,Iowa,1995,2867373.0,-0.20804456143749595,D
Iowa1996,Iowa,1996,2880000.0,-0.2153673611111111,D
Iowa1997,Iowa,1997,2891119.0,-0.2153673611111111,D
Iowa1998,Iowa,1998,2902872.0,-0.2153673611111111,D
Iowa1999,Iowa,1999,2917634.0,-0.2153673611111111,D
Iowa2000,Iowa,2000,2929067.0,-0.21799330640098025,D
Iowa2001,Iowa,2001,2931997.0,-0.21799330640098025,D
Iowa2002,Iowa,2002,2934234.0,-0.21799330640098025,D
Iowa2003,Iowa,2003,2941999.0,-0.21799330640098025,D
Iowa2004,Iowa,2004,2953635.0,-0.25458697503246003,D
Iowa2005,Iowa,2005,2964454.0,-0.25458697503246003,D
Iowa2006,Iowa,2006,2982644.0,-0.25458697503246003,D
Iowa2007,Iowa,2007,2999212.0,-0.25458697503246003,D
Iowa2008,Iowa,2008,3016734.0,0.2747806071068911,R
Iowa2009,Iowa,2009,3032870.0,0.2747806071068911,R
Iowa2010,Iowa,2010,3050738.0,0.2747806071068911,R
Iowa2011,Iowa,2011,3065223.0,0.2747806071068911,R
Iowa2012,Iowa,2012,3076310.0,-0.2673800754800394,D
Iowa2013,Iowa,2013,3091930.0,-0.2673800754800394,D
Iowa2014,Iowa,2014,3108030.0,-0.2673800754800394,D
Iowa2015,Iowa,2015,3121997.0,-0.2673800754800394,D
Iowa2016,Iowa,2016,3134693.0,0.25552199210576604,R
Kansas1980,Kansas,1980,2363679.0,0.23980075128644796,R
Kansas1981,Kansas,1981,2384849.0,0.23980075128644796,R
Kansas1982,Kansas,1982,2401202.0,0.23980075128644796,R
Kansas1983,Kansas,1983,2415531.0,0.23980075128644796,R
Kansas1984,Kansas,1984,2424086.0,0.279402628454601,R
Kansas1985,Kansas,1985,2427405.0,0.279402628454601,R
Kansas1986,Kansas,1986,2432619.0,0.279402628454601,R
Kansas1987,Kansas,1987,2445367.0,0.279402628454601,R
Kansas1988,Kansas,1988,2461996.0,0.22300970432120928,R
Kansas1989,Kansas,1989,2472849.0,0.22300970432120928,R
Kansas1990,Kansas,1990,2481349.0,0.22300970432120928,R
Kansas1991,Kansas,1991,2498722.0,0.22300970432120928,R
Kansas1992,Kansas,1992,2532394.0,0.17748778428633144,R
Kansas1993,Kansas,1993,2556547.0,0.17748778428633144,R
Kansas1994,Kansas,1994,2580513.0,0.17748778428633144,R
Kansas1995,Kansas,1995,2601007.0,0.17748778428633144,R
Kansas1996,Kansas,1996,2614554.0,0.2230762875809794,R
Kansas1997,Kansas,1997,2635292.0,0.2230762875809794,R
Kansas1998,Kansas,1998,2660598.0,0.2230762875809794,R
Kansas1999,Kansas,1999,2678338.0,0.2230762875809794,R
Kansas2000,Kansas,2000,2693681.0,0.23103403855170676,R
Kansas2001,Kansas,2001,2702162.0,0.23103403855170676,R
Kansas2002,Kansas,2002,2713535.0,0.23103403855170676,R
Kansas2003,Kansas,2003,2723004.0,0.23103403855170676,R
Kansas2004,Kansas,2004,2734373.0,-0.26933267699761515,D
Kansas2005,Kansas,2005,2745299.0,-0.26933267699761515,D
Kansas2006,Kansas,2006,2762931.0,-0.26933267699761515,D
Kansas2007,Kansas,2007,2783785.0,-0.26933267699761515,D
Kansas2008,Kansas,2008,2808076.0,-0.24915814244343815,D
Kansas2009,Kansas,2009,2832704.0,-0.24915814244343815,D
Kansas2010,Kansas,2010,2858850.0,-0.24915814244343815,D
Kansas2011,Kansas,2011,2869503.0,-0.24915814244343815,D
Kansas2012,Kansas,2012,2885262.0,0.24005930830545025,R
Kansas2013,Kansas,2013,2892821.0,0.24005930830545025,R
Kansas2014,Kansas,2014,2899360.0,0.24005930830545025,R
Kansas2015,Kansas,2015,2906721.0,0.24005930830545025,R
Kansas2016,Kansas,2016,2907289.0,0.23080539980717432,R
Kentucky1980,Kentucky,1980,3660777.0,0.17353529045882882,R
Kentucky1981,Kentucky,1981,3670394.0,0.17353529045882882,R
Kentucky1982,Kentucky,1982,3683445.0,0.17353529045882882,R
Kentucky1983,Kentucky,1983,3694484.0,0.17353529045882882,R
Kentucky1984,Kentucky,1984,3695453.0,0.22235487773758725,R
Kentucky1985,Kentucky,1985,3694826.0,0.22235487773758725,R
Kentucky1986,Kentucky,1986,3687809.0,0.22235487773758725,R
Kentucky1987,Kentucky,1987,3683329.0,0.22235487773758725,R
Kentucky1988,Kentucky,1988,3679999.0,0.19953293465568878,R
Kentucky1989,Kentucky,1989,3677306.0,0.19953293465568878,R
Kentucky1990,Kentucky,1990,3694048.0,0.19953293465568878,R
Kentucky1991,Kentucky,1991,3722328.0,0.19953293465568878,R
Kentucky1992,Kentucky,1992,3765469.0,-0.17663244605120904,D
Kentucky1993,Kentucky,1993,3812206.0,-0.17663244605120904,D
Kentucky1994,Kentucky,1994,3849088.0,-0.17663244605120904,D
Kentucky1995,Kentucky,1995,3887427.0,-0.17663244605120904,D
Kentucky1996,Kentucky,1996,3919535.0,-0.16242079736499354,D
Kentucky1997,Kentucky,1997,3952747.0,-0.16242079736499354,D
Kentucky1998,Kentucky,1998,3985390.0,-0.16242079736499354,D
Kentucky1999,Kentucky,1999,4018053.0,-0.16242079736499354,D
Kentucky2000,Kentucky,2000,4049021.0,0.21548912687783048,R
Kentucky2001,Kentucky,2001,4068132.0,0.21548912687783048,R
Kentucky2002,Kentucky,2002,4089875.0,0.21548912687783048,R
Kentucky2003,Kentucky,2003,4117170.0,0.21548912687783048,R
Kentucky2004,Kentucky,2004,4146101.0,-0.25793848244410833,D
Kentucky2005,Kentucky,2005,4182742.0,-0.25793848244410833,D
Kentucky2006,Kentucky,2006,4219239.0,-0.25793848244410833,D
Kentucky2007,Kentucky,2007,4256672.0,-0.25793848244410833,D
Kentucky2008,Kentucky,2008,4289878.0,-0.24440368700461879,D
Kentucky2009,Kentucky,2009,4317074.0,-0.24440368700461879,D
Kentucky2010,Kentucky,2010,4348662.0,-0.24440368700461879,D
Kentucky2011,Kentucky,2011,4369354.0,-0.24440368700461879,D
Kentucky2012,Kentucky,2012,4384799.0,0.24794523078480907,R
Kentucky2013,Kentucky,2013,4400477.0,0.24794523078480907,R
Kentucky2014,Kentucky,2014,4413057.0,0.24794523078480907,R
Kentucky2015,Kentucky,2015,4424611.0,0.24794523078480907,R
Kentucky2016,Kentucky,2016,4436974.0,0.2711241941016558,R
Louisiana1980,Louisiana,1980,4205900.0,0.18850971254666066,R
Louisiana1981,Louisiana,1981,4283303.0,0.18850971254666066,R
Louisiana1982,Louisiana,1982,4352608.0,0.18850971254666066,R
Louisiana1983,Louisiana,1983,4395316.0,0.18850971254666066,R
Louisiana1984,Louisiana,1984,4400477.0,0.23572421807908553,R
Louisiana1985,Louisiana,1985,4408118.0,0.23572421807908553,R
Louisiana1986,Louisiana,1986,4406919.0,0.23572421807908553,R
Louisiana1987,Louisiana,1987,4344148.0,0.23572421807908553,R
Louisiana1988,Louisiana,1988,4288863.0,0.20604575151969182,R
Louisiana1989,Louisiana,1989,4252894.0,0.20604575151969182,R
Louisiana1990,Louisiana,1990,4221532.0,0.20604575151969182,R
Louisiana1991,Louisiana,1991,4253279.0,0.20604575151969182,R
Louisiana1992,Louisiana,1992,4293003.0,-0.19006998131610903,D
Louisiana1993,Louisiana,1993,4316428.0,-0.19006998131610903,D
Louisiana1994,Louisiana,1994,4347481.0,-0.19006998131610903,D
Louisiana1995,Louisiana,1995,4378779.0,-0.19006998131610903,D
Louisiana1996,Louisiana,1996,4398877.0,-0.21092587949151567,D
Louisiana1997,Louisiana,1997,4421071.0,-0.21092587949151567,D
Louisiana1998,Louisiana,1998,4440344.0,-0.21092587949151567,D
Louisiana1999,Louisiana,1999,4460811.0,-0.21092587949151567,D
Louisiana2000,Louisiana,2000,4471885.0,0.2074899063817607,R
Louisiana2001,Louisiana,2001,4477875.0,0.2074899063817607,R
Louisiana2002,Louisiana,2002,4497267.0,0.2074899063817607,R
Louisiana2003,Louisiana,2003,4521042.0,0.2074899063817607,R
Louisiana2004,Louisiana,2004,4552238.0,-0.24211585598116794,D
Louisiana2005,Louisiana,2005,4576628.0,-0.24211585598116794,D
Louisiana2006,Louisiana,2006,4302665.0,-0.24211585598116794,D
Louisiana2007,Louisiana,2007,4375581.0,-0.24211585598116794,D
Louisiana2008,Louisiana,2008,4435586.0,-0.2588778574014798,D
Louisiana2009,Louisiana,2009,4491648.0,-0.2588778574014798,D
Louisiana2010,Louisiana,2010,4544996.0,-0.2588778574014798,D
Louisiana2011,Louisiana,2011,4575404.0,-0.2588778574014798,D
Louisiana2012,Louisiana,2012,4603429.0,0.25030515296314987,R
Louisiana2013,Louisiana,2013,4626402.0,0.25030515296314987,R
Louisiana2014,Louisiana,2014,4647880.0,0.25030515296314987,R
Louisiana2015,Louisiana,2015,4668960.0,0.25030515296314987,R
Louisiana2016,Louisiana,2016,4681666.0,0.25175610562564693,R
Maine1980,Maine,1980,1124660.0,0.21208365194814432,R
Maine1981,Maine,1981,1133033.0,0.21208365194814432,R
Maine1982,Maine,1982,1136684.0,0.21208365194814432,R
Maine1983,Maine,1983,1144772.0,0.21208365194814432,R
Maine1984,Maine,1984,1155635.0,0.291181904321001,R
Maine1985,Maine,1985,1162936.0,0.291181904321001,R
Maine1986,Maine,1986,1170126.0,0.291181904321001,R
Maine1987,Maine,1987,1184574.0,0.291181904321001,R
Maine1988,Maine,1988,1203840.0,0.2551260964912281,R
Maine1989,Maine,1989,1219961.0,0.2551260964912281,R
Maine1990,Maine,1990,1231719.0,0.2551260964912281,R
Maine1991,Maine,1991,1237081.0,0.2551260964912281,R
Maine1992,Maine,1992,1238508.0,-0.21269139965183914,D
Maine1993,Maine,1993,1242302.0,-0.21269139965183914,D
Maine1994,Maine,1994,1242662.0,-0.21269139965183914,D
Maine1995,Maine,1995,1243480.0,-0.21269139965183914,D
Maine1996,Maine,1996,1249060.0,-0.2504187148735849,D
Maine1997,Maine,1997,1254774.0,-0.2504187148735849,D
Maine1998,Maine,1998,1259127.0,-0.2504187148735849,D
Maine1999,Maine,1999,1266808.0,-0.2504187148735849,D
Maine2000,Maine,2000,1277072.0,-0.2505348171442174,D
Maine2001,Maine,2001,1285692.0,-0.2505348171442174,D
Maine2002,Maine,2002,1295960.0,-0.2505348171442174,D
Maine2003,Maine,2003,1306513.0,-0.2505348171442174,D
Maine2004,Maine,2004,1313688.0,0.3020823818136422,R
Maine2005,Maine,2005,1318787.0,0.3020823818136422,R
Maine2006,Maine,2006,1323619.0,0.3020823818136422,R
Maine2007,Maine,2007,1327040.0,0.3020823818136422,R
Maine2008,Maine,2008,1330509.0,0.31711397668110475,R
Maine2009,Maine,2009,1329590.0,0.31711397668110475,R
Maine2010,Maine,2010,1327730.0,0.31711397668110475,R
Maine2011,Maine,2011,1328231.0,0.31711397668110475,R
Maine2012,Maine,2012,1328895.0,-0.30198473167556505,D
Maine2013,Maine,2013,1329076.0,-0.30198473167556505,D
Maine2014,Maine,2014,1330719.0,-0.30198473167556505,D
Maine2015,Maine,2015,1329453.0,-0.30198473167556505,D
Maine2016,Maine,2016,1331479.0,-0.2686749096305687,D
Maryland1980,Maryland,1980,4216975.0,-0.17219950319838273,D
Maryland1981,Maryland,1981,4261905.0,-0.17219950319838273,D
Maryland1982,Maryland,1982,4282923.0,-0.17219950319838273,D
Maryland1983,Maryland,1983,4313327.0,-0.17219950319838273,D
Maryland1984,Maryland,1984,4365243.0,0.20157365809875877,R
Maryland1985,Maryland,1985,4413071.0,0.20157365809875877,R
Maryland1986,Maryland,1986,4486957.0,0.20157365809875877,R
Maryland1987,Maryland,1987,4565557.0,0.20157365809875877,R
Maryland1988,Maryland,1988,4657904.0,0.1881032756364236,R
Maryland1989,Maryland,1989,4727301.0,0.1881032756364236,R
Maryland1990,Maryland,1990,4799770.0,0.1881032756364236,R
Maryland1991,Maryland,1991,4867641.0,0.1881032756364236,R
Maryland1992,Maryland,1992,4923368.0,-0.20079161257090675,D
Maryland1993,Maryland,1993,4971889.0,-0.20079161257090675,D
Maryland1994,Maryland,1994,5023060.0,-0.20079161257090675,D
Maryland1995,Maryland,1995,5070033.0,-0.20079161257090675,D
Maryland1996,Maryland,1996,5111986.0,-0.1890081467359261,D
Maryland1997,Maryland,1997,5157328.0,-0.1890081467359261,D
Maryland1998,Maryland,1998,5204464.0,-0.1890081467359261,D
Maryland1999,Maryland,1999,5254509.0,-0.1890081467359261,D
Maryland2000,Maryland,2000,5311034.0,-0.20586273783975023,D
Maryland2001,Maryland,2001,5374691.0,-0.20586273783975023,D
Maryland2002,Maryland,2002,5440389.0,-0.20586273783975023,D
Maryland2003,Maryland,2003,5496269.0,-0.20586273783975023,D
Maryland2004,Maryland,2004,5546935.0,-0.24058205116879863,D
Maryland2005,Maryland,2005,5592379.0,-0.24058205116879863,D
Maryland2006,Maryland,2006,5627367.0,-0.24058205116879863,D
Maryland2007,Maryland,2007,5653408.0,-0.24058205116879863,D
Maryland2008,Maryland,2008,5684965.0,0.28662744625516606,R
Maryland2009,Maryland,2009,5730388.0,0.28662744625516606,R
Maryland2010,Maryland,2010,5788584.0,0.28662744625516606,R
Maryland2011,Maryland,2011,5843603.0,0.28662744625516606,R
Maryland2012,Maryland,2012,5889651.0,-0.2848800378833992,D
Maryland2013,Maryland,2013,5931129.0,-0.2848800378833992,D
Maryland2014,Maryland,2014,5967295.0,-0.2848800378833992,D
Maryland2015,Maryland,2015,5994983.0,-0.2848800378833992,D
Maryland2016,Maryland,2016,6016447.0,-0.27889018219557155,D
Massachusetts1980,Massachusetts,1980,5737037.0,0.18435143437283044,R
Massachusetts1981,Massachusetts,1981,5768685.0,0.18435143437283044,R
Massachusetts1982,Massachusetts,1982,5771222.0,0.18435143437283044,R
Massachusetts1983,Massachusetts,1983,5799407.0,0.18435143437283044,R
Massachusetts1984,Massachusetts,1984,5840773.0,0.22444563416520383,R
Massachusetts1985,Massachusetts,1985,5880733.0,0.22444563416520383,R
Massachusetts1986,Massachusetts,1986,5902678.0,0.22444563416520383,R
Massachusetts1987,Massachusetts,1987,5935204.0,0.22444563416520383,R
Massachusetts1988,Massachusetts,1988,5979982.0,-0.2343510398526283,D
Massachusetts1989,Massachusetts,1989,6015478.0,-0.2343510398526283,D
Massachusetts1990,Massachusetts,1990,6022639.0,-0.2343510398526283,D
Massachusetts1991,Massachusetts,1991,6018470.0,-0.2343510398526283,D
Massachusetts1992,Massachusetts,1992,6028709.0,-0.2187265963575286,D
Massachusetts1993,Massachusetts,1993,6060569.0,-0.2187265963575286,D
Massachusetts1994,Massachusetts,1994,6095241.0,-0.2187265963575286,D
Massachusetts1995,Massachusetts,1995,6141445.0,-0.2187265963575286,D
Massachusetts1996,Massachusetts,1996,6179756.0,-0.2543406244518392,D
Massachusetts1997,Massachusetts,1997,6226058.0,-0.2543406244518392,D
Massachusetts1998,Massachusetts,1998,6271838.0,-0.2543406244518392,D
Massachusetts1999,Massachusetts,1999,6317345.0,-0.2543406244518392,D
Massachusetts2000,Massachusetts,2000,6361104.0,-0.25412051115655393,D
Massachusetts2001,Massachusetts,2001,6397634.0,-0.25412051115655393,D
Massachusetts2002,Massachusetts,2002,6417206.0,-0.25412051115655393,D
Massachusetts2003,Massachusetts,2003,6422565.0,-0.25412051115655393,D
Massachusetts2004,Massachusetts,2004,6412281.0,0.2813039540843578,R
Massachusetts2005,Massachusetts,2005,6403290.0,0.2813039540843578,R
Massachusetts2006,Massachusetts,2006,6410084.0,0.2813039540843578,R
Massachusetts2007,Massachusetts,2007,6431559.0,0.2813039540843578,R
Massachusetts2008,Massachusetts,2008,6468967.0,0.2943434399959066,R
Massachusetts2009,Massachusetts,2009,6517613.0,0.2943434399959066,R
Massachusetts2010,Massachusetts,2010,6565524.0,0.2943434399959066,R
Massachusetts2011,Massachusetts,2011,6611923.0,0.2943434399959066,R
Massachusetts2012,Massachusetts,2012,6658008.0,-0.2885682924982968,D
Massachusetts2013,Massachusetts,2013,6706786.0,-0.2885682924982968,D
Massachusetts2014,Massachusetts,2014,6749911.0,-0.2885682924982968,D
Massachusetts2015,Massachusetts,2015,6784240.0,-0.2885682924982968,D
Massachusetts2016,Massachusetts,2016,6811779.0,-0.29290380677353156,D
Michigan1980,Michigan,1980,9262078.0,0.20678135079406587,R
Michigan1981,Michigan,1981,9209287.0,0.20678135079406587,R
Michigan1982,Michigan,1982,9115198.0,0.20678135079406587,R
Michigan1983,Michigan,1983,9047754.0,0.20678135079406587,R
Michigan1984,Michigan,1984,9049452.0,0.24880744159977863,R
Michigan1985,Michigan,1985,9076293.0,0.24880744159977863,R
Michigan1986,Michigan,1986,9127775.0,0.24880744159977863,R
Michigan1987,Michigan,1987,9187481.0,0.24880744159977863,R
Michigan1988,Michigan,1988,9217998.0,0.2132225457197973,R
Michigan1989,Michigan,1989,9253295.0,0.2132225457197973,R
Michigan1990,Michigan,1990,9311319.0,0.2132225457197973,R
Michigan1991,Michigan,1991,9400446.0,0.2132225457197973,R
Michigan1992,Michigan,1992,9479065.0,-0.19740153696593493,D
Michigan1993,Michigan,1993,9540114.0,-0.19740153696593493,D
Michigan1994,Michigan,1994,9597737.0,-0.19740153696593493,D
Michigan1995,Michigan,1995,9676211.0,-0.19740153696593493,D
Michigan1996,Michigan,1996,9758645.0,-0.20388619526583865,D
Michigan1997,Michigan,1997,9809051.0,-0.20388619526583865,D
Michigan1998,Michigan,1998,9847942.0,-0.20388619526583865,D
Michigan1999,Michigan,1999,9897116.0,-0.20388619526583865,D
Michigan2000,Michigan,2000,9952450.0,-0.21807876452531788,D
Michigan2001,Michigan,2001,9991120.0,-0.21807876452531788,D
Michigan2002,Michigan,2002,10015710.0,-0.21807876452531788,D
Michigan2003,Michigan,2003,10041152.0,-0.21807876452531788,D
Michigan2004,Michigan,2004,10055315.0,0.24655448387245948,R
Michigan2005,Michigan,2005,10051137.0,0.24655448387245948,R
Michigan2006,Michigan,2006,10036081.0,0.24655448387245948,R
Michigan2007,Michigan,2007,10001284.0,0.24655448387245948,R
Michigan2008,Michigan,2008,9946889.0,0.2887917016064018,R
Michigan2009,Michigan,2009,9901591.0,0.2887917016064018,R
Michigan2010,Michigan,2010,9877495.0,0.2887917016064018,R
Michigan2011,Michigan,2011,9876213.0,0.2887917016064018,R
Michigan2012,Michigan,2012,9887238.0,-0.2593817403808829,D
Michigan2013,Michigan,2013,9898982.0,-0.2593817403808829,D
Michigan2014,Michigan,2014,9915767.0,-0.2593817403808829,D
Michigan2015,Michigan,2015,9917715.0,-0.2593817403808829,D
Michigan2016,Michigan,2016,9928300.0,0.22960053584198706,R
Minnesota1980,Minnesota,1980,4075970.0,-0.23409740503487514,D
Minnesota1981,Minnesota,1981,4111728.0,-0.23409740503487514,D
Minnesota1982,Minnesota,1982,4131450.0,-0.23409740503487514,D
Minnesota1983,Minnesota,1983,4141456.0,-0.23409740503487514,D
Minnesota1984,Minnesota,1984,4157706.0,-0.2492634159317662,D
Minnesota1985,Minnesota,1985,4184302.0,-0.2492634159317662,D
Minnesota1986,Minnesota,1986,4205212.0,-0.2492634159317662,D
Minnesota1987,Minnesota,1987,4235136.0,-0.2492634159317662,D
Minnesota1988,Minnesota,1988,4296166.0,-0.2582467716564025,D
Minnesota1989,Minnesota,1989,4338057.0,-0.2582467716564025,D
Minnesota1990,Minnesota,1990,4389857.0,-0.2582467716564025,D
Minnesota1991,Minnesota,1991,4440859.0,-0.2582467716564025,D
Minnesota1992,Minnesota,1992,4495572.0,-0.22711170013515522,D
Minnesota1993,Minnesota,1993,4555954.0,-0.22711170013515522,D
Minnesota1994,Minnesota,1994,4610355.0,-0.22711170013515522,D
Minnesota1995,Minnesota,1995,4660180.0,-0.22711170013515522,D
Minnesota1996,Minnesota,1996,4712827.0,-0.2377422298760383,D
Minnesota1997,Minnesota,1997,4763390.0,-0.2377422298760383,D
Minnesota1998,Minnesota,1998,4813412.0,-0.2377422298760383,D
Minnesota1999,Minnesota,1999,4873481.0,-0.2377422298760383,D
Minnesota2000,Minnesota,2000,4933692.0,-0.23679346015114036,D
Minnesota2001,Minnesota,2001,4982796.0,-0.23679346015114036,D
Minnesota2002,Minnesota,2002,5018935.0,-0.23679346015114036,D
Minnesota2003,Minnesota,2003,5053572.0,-0.23679346015114036,D
Minnesota2004,Minnesota,2004,5087713.0,0.2840203447010474,R
Minnesota2005,Minnesota,2005,5119598.0,0.2840203447010474,R
Minnesota2006,Minnesota,2006,5163555.0,0.2840203447010474,R
Minnesota2007,Minnesota,2007,5207203.0,0.2840203447010474,R
Minnesota2008,Minnesota,2008,5247018.0,0.299856794849951,R
Minnesota2009,Minnesota,2009,5281203.0,0.299856794849951,R
Minnesota2010,Minnesota,2010,5311147.0,0.299856794849951,R
Minnesota2011,Minnesota,2011,5348562.0,0.299856794849951,R
Minnesota2012,Minnesota,2012,5380285.0,-0.2873764122160815,D
Minnesota2013,Minnesota,2013,5418521.0,-0.2873764122160815,D
Minnesota2014,Minnesota,2014,5453109.0,-0.2873764122160815,D
Minnesota2015,Minnesota,2015,5482435.0,-0.2873764122160815,D
Minnesota2016,Minnesota,2016,5519952.0,-0.2477767922619617,D
Mississippi1980,Mississippi,1980,2520638.0,0.1749910141797434,R
Mississippi1981,Mississippi,1981,2539036.0,0.1749910141797434,R
Mississippi1982,Mississippi,1982,2556777.0,0.1749910141797434,R
Mississippi1983,Mississippi,1983,2567717.0,0.1749910141797434,R
Mississippi1984,Mississippi,1984,2578051.0,0.22589816881046962,R
Mississippi1985,Mississippi,1985,2588102.0,0.22589816881046962,R
